PassengerId,Score
892,1.638
893,2.136
894,1.8690000000000002
895,1.585
896,2.3460000000000005
897,1.585
898,1.9979999999999998
899,2.217
900,2.162
901,1.704
902,1.585
903,1.973
904,2.5240000000000005
905,2.007
906,2.5240000000000005
907,2.5840000000000005
908,1.8690000000000002
909,1.802
910,2.136
911,2.162
912,2.3810000000000002
913,1.7950000000000002
914,2.333
915,2.4000000000000004
916,3.0
917,1.776
918,2.76
919,1.802
920,1.973
921,1.921
922,2.007
923,1.9349999999999998
924,2.2950000000000004
925,2.2950000000000004
926,2.3810000000000002
927,1.802
928,1.9449999999999998
929,1.9449999999999998
930,1.585
931,1.585
932,2.0120000000000005
933,1.973
934,1.585
935,2.176
936,2.5240000000000005
937,1.585
938,2.1900000000000004
939,1.638
940,2.55
941,2.104
942,2.164
943,2.0330000000000004
944,2.5050000000000003
945,2.3970000000000002
946,2.0330000000000004
947,1.67
948,1.585
949,1.585
950,1.776
951,2.55
952,1.585
953,1.816
954,1.585
955,1.9979999999999998
956,2.468
957,2.176
958,1.9979999999999998
959,1.973
960,2.1900000000000004
961,2.1830000000000003
962,1.9979999999999998
963,1.585
964,1.9449999999999998
965,2.1900000000000004
966,2.55
967,2.1900000000000004
968,1.585
969,2.4520000000000004
970,1.816
971,1.9979999999999998
972,2.2030000000000003
973,2.164
974,1.973
975,1.585
976,1.8690000000000002
977,1.993
978,1.9979999999999998
979,1.9449999999999998
980,1.9979999999999998
981,2.217
982,2.136
983,1.585
984,2.6830000000000003
985,1.585
986,2.1900000000000004
987,1.585
988,2.5240000000000005
989,1.585
990,1.9449999999999998
991,1.585
992,2.7410000000000005
993,2.007
994,1.638
995,1.585
996,2.5630000000000006
997,1.585
998,1.638
999,1.638
1000,1.585
1001,1.816
1002,2.0330000000000004
1003,1.9979999999999998
1004,2.55
1005,1.9979999999999998
1006,2.5240000000000005
1007,1.993
1008,1.802
1009,2.3460000000000005
1010,2.1900000000000004
1011,2.3670000000000004
1012,2.176
1013,1.8290000000000002
1014,2.7410000000000005
1015,1.585
1016,1.638
1017,2.1550000000000002
1018,1.585
1019,2.117
1020,1.816
1021,1.585
1022,1.585
1023,2.1900000000000004
1024,1.6039999999999999
1025,1.993
1026,1.585
1027,1.585
1028,1.802
1029,1.816
1030,1.9449999999999998
1031,1.435
1032,1.7590000000000001
1033,2.333
1034,2.6399999999999997
1035,1.816
1036,1.973
1037,1.49
1038,1.973
1039,1.585
1040,1.973
1041,2.217
1042,2.76
1043,1.802
1044,1.585
1045,2.104
1046,1.566
1047,1.585
1048,2.333
1049,1.9449999999999998
1050,1.973
1051,2.104
1052,1.9979999999999998
1053,2.2030000000000003
1054,2.176
1055,1.585
1056,1.816
1057,2.3460000000000005
1058,2.1900000000000004
1059,1.863
1060,2.55
1061,1.9449999999999998
1062,1.585
1063,1.802
1064,1.776
1065,1.802
1066,1.635
1067,2.335
1068,2.176
1069,2.3810000000000002
1070,2.435
1071,2.7089999999999996
1072,1.816
1073,2.591
1074,2.5240000000000005
1075,1.638
1076,2.9510000000000005
1077,1.816
1078,2.386
1079,1.704
1080,1.7590000000000001
1081,1.816
1082,2.007
1083,1.973
1084,1.986
1085,1.8690000000000002
1086,1.9749999999999999
1087,1.585
1088,2.349
1089,1.9449999999999998
1090,1.816
1091,1.9449999999999998
1092,1.9979999999999998
1093,1.744
1094,2.3810000000000002
